"sample"	"description"	"taxon"	"taxon_rel_function_abun"
"1969"	"HC-HX"	"Lipopolysaccharide biosynthesis"	"Megasphaera"	0.010707526980001
"1970"	"HC-HX"	"Lipopolysaccharide biosynthesis"	"Prevotella"	0.162303566854754
"1971"	"HC-HX"	"Lipopolysaccharide biosynthesis"	"Stenotrophomonas"	0.289385005485821
"1972"	"HC-HX"	"Lysine biosynthesis"	"Acinetobacter"	2.51338771130679
"1973"	"HC-HX"	"Lysine biosynthesis"	"Bifidobacterium"	0.009378312355622
"1974"	"HC-HX"	"Lysine biosynthesis"	"Clostridium_sensu_stricto_10"	0.18204959278561
"1975"	"HC-HX"	"Lysine biosynthesis"	"Comamonas"	0.28134937066867
"1976"	"HC-HX"	"Lysine biosynthesis"	"Desulfosporosinus"	0.03537554587084
"1977"	"HC-HX"	"Lysine biosynthesis"	"Faecalibacterium"	0.006619985192204
"1978"	"HC-HX"	"Lysine biosynthesis"	"Klebsiella"	89.5090956165069
"1979"	"HC-HX"	"Lysine biosynthesis"	"Lactobacillus"	0.006619985192204
"1980"	"HC-HX"	"Lysine biosynthesis"	"Megasphaera"	0.008274981490255
"1981"	"HC-HX"	"Lysine biosynthesis"	"Prevotella"	0.145639674228488
"1982"	"HC-HX"	"Lysine biosynthesis"	"Stenotrophomonas"	0.305070984274068
"1983"	"HC-HX"	"Lysine biosynthesis"	"Streptococcus"	0.0270316062015
"1984"	"HC-HX"	"Lysine degradation"	"Acinetobacter"	1.42403373701052
"1985"	"HC-HX"	"Lysine degradation"	"Bifidobacterium"	0.000408735286168
"1986"	"HC-HX"	"Lysine degradation"	"Clostridium_sensu_stricto_10"	0.026976528887111
"1987"	"HC-HX"	"Lysine degradation"	"Comamonas"	0.208454995945857
"1988"	"HC-HX"	"Lysine degradation"	"Desulfosporosinus"	0.016553779089818
"1989"	"HC-HX"	"Lysine degradation"	"Faecalibacterium"	0.000613102929253
"1990"	"HC-HX"	"Lysine degradation"	"Klebsiella"	32.8443326553436
"1991"	"HC-HX"	"Lysine degradation"	"Lactobacillus"	0.000306551464626
"1992"	"HC-HX"	"Lysine degradation"	"Megasphaera"	0.001226205858505
"1993"	"HC-HX"	"Lysine degradation"	"Prevotella"	0.00980964686804
"1994"	"HC-HX"	"Lysine degradation"	"Stenotrophomonas"	0.113015306625548
"1995"	"HC-HX"	"Methane metabolism"	"Acinetobacter"	0.795056056643591
"1996"	"HC-HX"	"Methane metabolism"	"Bifidobacterium"	0.002017306412379
"1997"	"HC-HX"	"Methane metabolism"	"Clostridium_sensu_stricto_10"	0.060044532039053
"1998"	"HC-HX"	"Methane metabolism"	"Comamonas"	0.112969159093239
"1999"	"HC-HX"	"Methane metabolism"	"Desulfosporosinus"	0.018823248803745
"2000"	"HC-HX"	"Methane metabolism"	"Faecalibacterium"	0.00213597149546
"2001"	"HC-HX"	"Methane metabolism"	"Klebsiella"	40.4116907059875
"2002"	"HC-HX"	"Methane metabolism"	"Lactobacillus"	0.001245983372352
"2003"	"HC-HX"	"Methane metabolism"	"Megasphaera"	0.00213597149546
"2004"	"HC-HX"	"Methane metabolism"	"Prevotella"	0.028479619939472
"2005"	"HC-HX"	"Methane metabolism"	"Stenotrophomonas"	0.08905814485239
"2006"	"HC-HX"	"Methane metabolism"	"Streptococcus"	0.005399261280192
"2007"	"HC-HX"	"Mismatch repair"	"Acinetobacter"	2.1847731333632
"2008"	"HC-HX"	"Mismatch repair"	"Bifidobacterium"	0.007193063432934
"2009"	"HC-HX"	"Mismatch repair"	"Clostridium_sensu_stricto_10"	0.242646006470978
"2010"	"HC-HX"	"Mismatch repair"	"Comamonas"	0.293476988063713
"2011"	"HC-HX"	"Mismatch repair"	"Desulfosporosinus"	0.033987224720614
"2012"	"HC-HX"	"Mismatch repair"	"Faecalibacterium"	0.006833410261287
"2013"	"HC-HX"	"Mismatch repair"	"Klebsiella"	102.339549760851
"2014"	"HC-HX"	"Mismatch repair"	"Lactobacillus"	0.006833410261287
"2015"	"HC-HX"	"Mismatch repair"	"Megasphaera"	0.008152138557325
"2016"	"HC-HX"	"Mismatch repair"	"Prevotella"	0.207160226868503
"2017"	"HC-HX"	"Mismatch repair"	"Stenotrophomonas"	0.359892940427805
"2018"	"HC-HX"	"Mismatch repair"	"Streptococcus"	0.028532484950639
"2019"	"HC-HX"	"N-Glycan biosynthesis"	"Clostridium_sensu_stricto_10"	0.011035852726545
"2020"	"HC-HX"	"N-Glycan biosynthesis"	"Desulfosporosinus"	0.003386000268372
"2021"	"HC-HX"	"N-Glycan biosynthesis"	"Megasphaera"	0.000501629669388
"2022"	"HC-HX"	"N-Glycan biosynthesis"	"Prevotella"	0.012039112065322
"2023"	"HC-HX"	"N-Glycan biosynthesis"	"Stenotrophomonas"	0.019814371940843
"2024"	"HC-HX"	"Nicotinate and nicotinamide metabolism"	"Acinetobacter"	2.90833403742769
"2025"	"HC-HX"	"Nicotinate and nicotinamide metabolism"	"Bifidobacterium"	0.0078375502667
"2026"	"HC-HX"	"Nicotinate and nicotinamide metabolism"	"Clostridium_sensu_stricto_10"	0.119371919446659
"2027"	"HC-HX"	"Nicotinate and nicotinamide metabolism"	"Comamonas"	0.204982083898303
"2028"	"HC-HX"	"Nicotinate and nicotinamide metabolism"	"Desulfosporosinus"	0.020347486269317
"2029"	"HC-HX"	"Nicotinate and nicotinamide metabolism"	"Faecalibacterium"	0.004521663615404
"2030"	"HC-HX"	"Nicotinate and nicotinamide metabolism"	"Klebsiella"	89.0255277024792
"2031"	"HC-HX"	"Nicotinate and nicotinamide metabolism"	"Lactobacillus"	0.002712998169242
"2032"	"HC-HX"	"Nicotinate and nicotinamide metabolism"	"Megasphaera"	0.006028884820538
"2033"	"HC-HX"	"Nicotinate and nicotinamide metabolism"	"Prevotella"	0.115754588554336
"2034"	"HC-HX"	"Nicotinate and nicotinamide metabolism"	"Stenotrophomonas"	0.333397330575769
"2035"	"HC-HX"	"Nicotinate and nicotinamide metabolism"	"Streptococcus"	0.012660658123131
"2036"	"HC-HX"	"Nitrogen metabolism"	"Acinetobacter"	1.36040377148695
"2037"	"HC-HX"	"Nitrogen metabolism"	"Bifidobacterium"	0.001986313099186
"2038"	"HC-HX"	"Nitrogen metabolism"	"Clostridium_sensu_stricto_10"	0.077686912323719
"2039"	"HC-HX"	"Nitrogen metabolism"	"Comamonas"	0.210107785602786
"2040"	"HC-HX"	"Nitrogen metabolism"	"Desulfosporosinus"	0.025325492014622
"2041"	"HC-HX"	"Nitrogen metabolism"	"Faecalibacterium"	0.001986313099186
"2042"	"HC-HX"	"Nitrogen metabolism"	"Klebsiella"	64.4453767494513
"2043"	"HC-HX"	"Nitrogen metabolism"	"Lactobacillus"	0.000993156549593
"2044"	"HC-HX"	"Nitrogen metabolism"	"Megasphaera"	0.003751924742907
"2045"	"HC-HX"	"Nitrogen metabolism"	"Prevotella"	0.05826518424279
"2046"	"HC-HX"	"Nitrogen metabolism"	"Stenotrophomonas"	0.165636442326566
"2047"	"HC-HX"	"Nitrogen metabolism"	"Streptococcus"	0.007724550941279
"2048"	"HC-HX"	"Nitrotoluene degradation"	"Acinetobacter"	0.805938084754873
"2049"	"HC-HX"	"Nitrotoluene degradation"	"Clostridium_sensu_stricto_10"	0.088212128679638
"2050"	"HC-HX"	"Nitrotoluene degradation"	"Comamonas"	0.034081958808042
"2051"	"HC-HX"	"Nitrotoluene degradation"	"Desulfosporosinus"	0.077812119190419
"2052"	"HC-HX"	"Nitrotoluene degradation"	"Faecalibacterium"	0.000751807914883
"2053"	"HC-HX"	"Nitrotoluene degradation"	"Klebsiella"	22.9060835506637
"2054"	"HC-HX"	"Nitrotoluene degradation"	"Megasphaera"	0.001002410553178
"2055"	"HC-HX"	"Nitrotoluene degradation"	"Stenotrophomonas"	0.079190433701039
"2056"	"HC-HX"	"Non-homologous end-joining"	"Desulfosporosinus"	0.007449200590418
"2057"	"HC-HX"	"Non-homologous end-joining"	"Stenotrophomonas"	0.087183236539708
"2058"	"HC-HX"	"Nucleotide excision repair"	"Acinetobacter"	0.985869510238052
"2059"	"HC-HX"	"Nucleotide excision repair"	"Bifidobacterium"	0.004598271969394
"2060"	"HC-HX"	"Nucleotide excision repair"	"Clostridium_sensu_stricto_10"	0.121394379991999
"2061"	"HC-HX"	"Nucleotide excision repair"	"Comamonas"	0.140707122263453
"2062"	"HC-HX"	"Nucleotide excision repair"	"Desulfosporosinus"	0.017071084686375
"2063"	"HC-HX"	"Nucleotide excision repair"	"Faecalibacterium"	0.002758963181636
"2064"	"HC-HX"	"Nucleotide excision repair"	"Klebsiella"	31.8697033654753
"2065"	"HC-HX"	"Nucleotide excision repair"	"Lactobacillus"	0.003103833579341
"2066"	"HC-HX"	"Nucleotide excision repair"	"Megasphaera"	0.003678617575515
"2067"	"HC-HX"	"Nucleotide excision repair"	"Prevotella"	0.099322674538908
"2068"	"HC-HX"	"Nucleotide excision repair"	"Stenotrophomonas"	0.181631742791059
"2069"	"HC-HX"	"Nucleotide excision repair"	"Streptococcus"	0.011265766325015
"2070"	"HC-HX"	"One carbon pool by folate"	"Acinetobacter"	2.74384928408842
"2071"	"HC-HX"	"One carbon pool by folate"	"Bifidobacterium"	0.007088014798162
"2072"	"HC-HX"	"One carbon pool by folate"	"Clostridium_sensu_stricto_10"	0.190588842350574
"2073"	"HC-HX"	"One carbon pool by folate"	"Comamonas"	0.348100282309725
"2074"	"HC-HX"	"One carbon pool by folate"	"Desulfosporosinus"	0.058476122084835
"2075"	"HC-HX"	"One carbon pool by folate"	"Faecalibacterium"	0.006497346898315
"2076"	"HC-HX"	"One carbon pool by folate"	"Klebsiella"	94.6978465964415
"2077"	"HC-HX"	"One carbon pool by folate"	"Lactobacillus"	0.002953339499234
"2078"	"HC-HX"	"One carbon pool by folate"	"Megasphaera"	0.009450686397549
"2079"	"HC-HX"	"One carbon pool by folate"	"Prevotella"	0.226816473541178
"2080"	"HC-HX"	"One carbon pool by folate"	"Stenotrophomonas"	0.466627640878987
"2081"	"HC-HX"	"One carbon pool by folate"	"Streptococcus"	0.027564501992852
"2082"	"HC-HX"	"Other glycan degradation"	"Bifidobacterium"	0.008276889544909
"2083"	"HC-HX"	"Other glycan degradation"	"Clostridium_sensu_stricto_10"	0.030348594998
"2084"	"HC-HX"	"Other glycan degradation"	"Faecalibacterium"	0.001034611193114
"2085"	"HC-HX"	"Other glycan degradation"	"Klebsiella"	21.5409499110234
"2086"	"HC-HX"	"Other glycan degradation"	"Lactobacillus"	0.003103833579341
"2087"	"HC-HX"	"Other glycan degradation"	"Prevotella"	0.198645349077817
"2088"	"HC-HX"	"Other glycan degradation"	"Stenotrophomonas"	0.163468568511953
"2089"	"HC-HX"	"Other glycan degradation"	"Streptococcus"	0.004828185567864
"2090"	"HC-HX"	"Oxidative phosphorylation"	"Acinetobacter"	1.03372725345349
"2091"	"HC-HX"	"Oxidative phosphorylation"	"Bifidobacterium"	0.001285730414743
"2092"	"HC-HX"	"Oxidative phosphorylation"	"Clostridium_sensu_stricto_10"	0.049500620967611
"2093"	"HC-HX"	"Oxidative phosphorylation"	"Comamonas"	0.171216433563296
"2094"	"HC-HX"	"Oxidative phosphorylation"	"Desulfosporosinus"	0.014826078845007
"2095"	"HC-HX"	"Oxidative phosphorylation"	"Faecalibacterium"	0.001607163018429
"2096"	"HC-HX"	"Oxidative phosphorylation"	"Klebsiella"	40.3942210167905
"2097"	"HC-HX"	"Oxidative phosphorylation"	"Lactobacillus"	0.001446446716586
"2098"	"HC-HX"	"Oxidative phosphorylation"	"Megasphaera"	0.001178586213515
"2099"	"HC-HX"	"Oxidative phosphorylation"	"Prevotella"	0.061715059907671
"2100"	"HC-HX"	"Oxidative phosphorylation"	"Stenotrophomonas"	0.211609797426477
"2101"	"HC-HX"	"Oxidative phosphorylation"	"Streptococcus"	0.003000037634401
"2102"	"HC-HX"	"Pantothenate and CoA biosynthesis"	"Acinetobacter"	2.81818858893259
"2103"	"HC-HX"	"Pantothenate and CoA biosynthesis"	"Bifidobacterium"	0.007010419375454
"2104"	"HC-HX"	"Pantothenate and CoA biosynthesis"	"Clostridium_sensu_stricto_10"	0.169652148885991
"2105"	"HC-HX"	"Pantothenate and CoA biosynthesis"	"Comamonas"	0.357531388148164
"2106"	"HC-HX"	"Pantothenate and CoA biosynthesis"	"Desulfosporosinus"	0.0449543142451
"2107"	"HC-HX"	"Pantothenate and CoA biosynthesis"	"Faecalibacterium"	0.007360940344227
"2108"	"HC-HX"	"Pantothenate and CoA biosynthesis"	"Klebsiella"	131.685820674344
"2109"	"HC-HX"	"Pantothenate and CoA biosynthesis"	"Lactobacillus"	0.003154688718954
"2110"	"HC-HX"	"Pantothenate and CoA biosynthesis"	"Megasphaera"	0.012618754875818
"2111"	"HC-HX"	"Pantothenate and CoA biosynthesis"	"Prevotella"	0.1682500650109
"2112"	"HC-HX"	"Pantothenate and CoA biosynthesis"	"Stenotrophomonas"	0.387676191462617
"2113"	"HC-HX"	"Pantothenate and CoA biosynthesis"	"Streptococcus"	0.034351054939726
"2114"	"HC-HX"	"Penicillin and cephalosporin biosynthesis"	"Acinetobacter"	0.422515504387737
"2115"	"HC-HX"	"Penicillin and cephalosporin biosynthesis"	"Bifidobacterium"	0.003153100779013
"2116"	"HC-HX"	"Penicillin and cephalosporin biosynthesis"	"Stenotrophomonas"	0.124547480771012
"2117"	"HC-HX"	"Penicillin and cephalosporin biosynthesis"	"Streptococcus"	0.005517926363273
"2118"	"HC-HX"	"Pentose and glucuronate interconversions"	"Acinetobacter"	0.568770871291184
"2119"	"HC-HX"	"Pentose and glucuronate interconversions"	"Bifidobacterium"	0.002122279370489
"2120"	"HC-HX"	"Pentose and glucuronate interconversions"	"Clostridium_sensu_stricto_10"	0.046690146150769
"2121"	"HC-HX"	"Pentose and glucuronate interconversions"	"Comamonas"	0.086588998315971
"2122"	"HC-HX"	"Pentose and glucuronate interconversions"	"Desulfosporosinus"	0.008595231450482
"2123"	"HC-HX"	"Pentose and glucuronate interconversions"	"Faecalibacterium"	0.001273367622294
"2124"	"HC-HX"	"Pentose and glucuronate interconversions"	"Klebsiella"	99.0636503417401
"2125"	"HC-HX"	"Pentose and glucuronate interconversions"	"Lactobacillus"	0.002546735244587
"2126"	"HC-HX"	"Pentose and glucuronate interconversions"	"Megasphaera"	0.005093470489175
"2127"	"HC-HX"	"Pentose and glucuronate interconversions"	"Prevotella"	0.020373881956699
"2128"	"HC-HX"	"Pentose and glucuronate interconversions"	"Stenotrophomonas"	0.150894063241803
"2129"	"HC-HX"	"Pentose and glucuronate interconversions"	"Streptococcus"	0.002971191118685
"2130"	"HC-HX"	"Pentose phosphate pathway"	"Acinetobacter"	1.75077148536528
"2131"	"HC-HX"	"Pentose phosphate pathway"	"Bifidobacterium"	0.006532729423005
"2132"	"HC-HX"	"Pentose phosphate pathway"	"Clostridium_sensu_stricto_10"	0.172464056767326
"2133"	"HC-HX"	"Pentose phosphate pathway"	"Comamonas"	0.222112800382163
"2134"	"HC-HX"	"Pentose phosphate pathway"	"Desulfosporosinus"	0.023517825922817
"2135"	"HC-HX"	"Pentose phosphate pathway"	"Faecalibacterium"	0.004572910596103
"2136"	"HC-HX"	"Pentose phosphate pathway"	"Klebsiella"	144.963878988245
"2137"	"HC-HX"	"Pentose phosphate pathway"	"Lactobacillus"	0.008165911778756
"2138"	"HC-HX"	"Pentose phosphate pathway"	"Megasphaera"	0.008274790602473
"2139"	"HC-HX"	"Pentose phosphate pathway"	"Prevotella"	0.125428404921692
"2140"	"HC-HX"	"Pentose phosphate pathway"	"Stenotrophomonas"	0.326854228797673
"2141"	"HC-HX"	"Pentose phosphate pathway"	"Streptococcus"	0.018291642384413
"2142"	"HC-HX"	"Peptidoglycan biosynthesis"	"Acinetobacter"	2.95620881146556
"2143"	"HC-HX"	"Peptidoglycan biosynthesis"	"Bifidobacterium"	0.007547273085046
"2144"	"HC-HX"	"Peptidoglycan biosynthesis"	"Clostridium_sensu_stricto_10"	0.217129241062082
"2145"	"HC-HX"	"Peptidoglycan biosynthesis"	"Comamonas"	0.37504141637996
"2146"	"HC-HX"	"Peptidoglycan biosynthesis"	"Desulfosporosinus"	0.037228375890658
"2147"	"HC-HX"	"Peptidoglycan biosynthesis"	"Faecalibacterium"	0.008708392021206
"2148"	"HC-HX"	"Peptidoglycan biosynthesis"	"Klebsiella"	117.674469424425
"2149"	"HC-HX"	"Peptidoglycan biosynthesis"	"Lactobacillus"	0.006095874414845
"2150"	"HC-HX"	"Peptidoglycan biosynthesis"	"Megasphaera"	0.009288951489287
"2151"	"HC-HX"	"Peptidoglycan biosynthesis"	"Prevotella"	0.236868262976817
"2152"	"HC-HX"	"Peptidoglycan biosynthesis"	"Stenotrophomonas"	0.48157407877272
"2153"	"HC-HX"	"Peptidoglycan biosynthesis"	"Streptococcus"	0.048766995318756
"2154"	"HC-HX"	"Peroxisome"	"Acinetobacter"	0.760527907897926
"2155"	"HC-HX"	"Peroxisome"	"Bifidobacterium"	0.001891860467408
"2156"	"HC-HX"	"Peroxisome"	"Clostridium_sensu_stricto_10"	0.013873643427657
"2157"	"HC-HX"	"Peroxisome"	"Comamonas"	0.107205426486441
"2158"	"HC-HX"	"Peroxisome"	"Desulfosporosinus"	0.004256686051668
"2159"	"HC-HX"	"Peroxisome"	"Faecalibacterium"	0.000945930233704
"2160"	"HC-HX"	"Peroxisome"	"Klebsiella"	18.7918500227614
"2161"	"HC-HX"	"Peroxisome"	"Lactobacillus"	0.000236482558426
"2162"	"HC-HX"	"Peroxisome"	"Megasphaera"	0.000315310077901
"2163"	"HC-HX"	"Peroxisome"	"Prevotella"	0.045404651217787
"2164"	"HC-HX"	"Peroxisome"	"Stenotrophomonas"	0.137002228848113
"2165"	"HC-HX"	"Peroxisome"	"Streptococcus"	0.003310755817964
"2166"	"HC-HX"	"Phenylalanine metabolism"	"Acinetobacter"	1.36505009109884
"2167"	"HC-HX"	"Phenylalanine metabolism"	"Bifidobacterium"	0.000848911748196
"2168"	"HC-HX"	"Phenylalanine metabolism"	"Clostridium_sensu_stricto_10"	0.028014087690461
"2169"	"HC-HX"	"Phenylalanine metabolism"	"Comamonas"	0.2020409960706
"2170"	"HC-HX"	"Phenylalanine metabolism"	"Desulfosporosinus"	0.007162692875402
"2171"	"HC-HX"	"Phenylalanine metabolism"	"Faecalibacterium"	0.000318341905573
"2172"	"HC-HX"	"Phenylalanine metabolism"	"Klebsiella"	72.2725261385233
"2173"	"HC-HX"	"Phenylalanine metabolism"	"Megasphaera"	0.001697823496392
"2174"	"HC-HX"	"Phenylalanine metabolism"	"Prevotella"	0.020373881956699
"2175"	"HC-HX"	"Phenylalanine metabolism"	"Stenotrophomonas"	0.201192084322404
"2176"	"HC-HX"	"Phenylalanine metabolism"	"Streptococcus"	0.002971191118685
"2177"	"HC-HX"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Acinetobacter"	2.28871604907946
"2178"	"HC-HX"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Bifidobacterium"	0.006049156224246
"2179"	"HC-HX"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Clostridium_sensu_stricto_10"	0.125253117113801
"2180"	"HC-HX"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Comamonas"	0.278261186315319
"2181"	"HC-HX"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Desulfosporosinus"	0.03002338567181
"2182"	"HC-HX"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Faecalibacterium"	0.005070616246794
"2183"	"HC-HX"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Klebsiella"	83.0435283118882
"2184"	"HC-HX"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Lactobacillus"	0.00053374907861
"2185"	"HC-HX"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Megasphaera"	0.009251650695906
"2186"	"HC-HX"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Prevotella"	0.085399852577592
"2187"	"HC-HX"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Stenotrophomonas"	0.323274025278091
"2188"	"HC-HX"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Streptococcus"	0.024908290335131
"2189"	"HC-HX"	"Phosphonate and phosphinate metabolism"	"Acinetobacter"	0.845031008775474
"2190"	"HC-HX"	"Phosphonate and phosphinate metabolism"	"Bifidobacterium"	0.000788275194753
"2191"	"HC-HX"	"Phosphonate and phosphinate metabolism"	"Comamonas"	0.05360271324322
"2192"	"HC-HX"	"Phosphonate and phosphinate metabolism"	"Desulfosporosinus"	0.002660428782292
"2193"	"HC-HX"	"Phosphonate and phosphinate metabolism"	"Faecalibacterium"	0.000591206396065
"2194"	"HC-HX"	"Phosphonate and phosphinate metabolism"	"Klebsiella"	36.2314927764432
"2195"	"HC-HX"	"Phosphonate and phosphinate metabolism"	"Megasphaera"	0.000788275194753
"2196"	"HC-HX"	"Phosphonate and phosphinate metabolism"	"Stenotrophomonas"	0.062273740385506
"2197"	"HC-HX"	"Phosphonate and phosphinate metabolism"	"Streptococcus"	0.005517926363273
"2198"	"HC-HX"	"Phosphotransferase system (PTS)"	"Acinetobacter"	0.309531655244629
"2199"	"HC-HX"	"Phosphotransferase system (PTS)"	"Bifidobacterium"	0.002309937725706
"2200"	"HC-HX"	"Phosphotransferase system (PTS)"	"Clostridium_sensu_stricto_10"	0.114341917422457
"2201"	"HC-HX"	"Phosphotransferase system (PTS)"	"Comamonas"	0.029451706002754
"2202"	"HC-HX"	"Phosphotransferase system (PTS)"	"Faecalibacterium"	0.000649669985355
"2203"	"HC-HX"	"Phosphotransferase system (PTS)"	"Klebsiella"	144.246154662787
"2204"	"HC-HX"	"Phosphotransferase system (PTS)"	"Lactobacillus"	0.018190759589936
"2205"	"HC-HX"	"Phosphotransferase system (PTS)"	"Megasphaera"	0.002309937725706
"2206"	"HC-HX"	"Phosphotransferase system (PTS)"	"Stenotrophomonas"	0.034215952562023
"2207"	"HC-HX"	"Phosphotransferase system (PTS)"	"Streptococcus"	0.016169564079943
"2208"	"HC-HX"	"Photosynthesis"	"Acinetobacter"	0.73940213267854
"2209"	"HC-HX"	"Photosynthesis"	"Bifidobacterium"	0.002758963181636
"2210"	"HC-HX"	"Photosynthesis"	"Clostridium_sensu_stricto_10"	0.060697189996
"2211"	"HC-HX"	"Photosynthesis"	"Comamonas"	0.093804748175636
"2212"	"HC-HX"	"Photosynthesis"	"Desulfosporosinus"	0.010475438330276
"2213"	"HC-HX"	"Photosynthesis"	"Faecalibacterium"	0.002069222386227
"2214"	"HC-HX"	"Photosynthesis"	"Klebsiella"	23.9022775241064
"2215"	"HC-HX"	"Photosynthesis"	"Lactobacillus"	0.002069222386227
"2216"	"HC-HX"	"Photosynthesis"	"Megasphaera"	0.002758963181636
"2217"	"HC-HX"	"Photosynthesis"	"Prevotella"	0.066215116359272
"2218"	"HC-HX"	"Photosynthesis"	"Stenotrophomonas"	0.108979045674635
"2219"	"HC-HX"	"Photosynthesis"	"Streptococcus"	0.009656371135727
"2220"	"HC-HX"	"Plant-pathogen interaction"	"Acinetobacter"	0.338012403510189
"2221"	"HC-HX"	"Plant-pathogen interaction"	"Bifidobacterium"	0.000315310077901
"2222"	"HC-HX"	"Plant-pathogen interaction"	"Clostridium_sensu_stricto_10"	0.041620930282971
"2223"	"HC-HX"	"Plant-pathogen interaction"	"Comamonas"	0.064323255891864
"2224"	"HC-HX"	"Plant-pathogen interaction"	"Desulfosporosinus"	0.004256686051668
"2225"	"HC-HX"	"Plant-pathogen interaction"	"Faecalibacterium"	0.000709447675278
"2226"	"HC-HX"	"Plant-pathogen interaction"	"Klebsiella"	18.6213460981363
"2227"	"HC-HX"	"Plant-pathogen interaction"	"Lactobacillus"	0.000945930233704
"2228"	"HC-HX"	"Plant-pathogen interaction"	"Megasphaera"	0.001261240311605
"2229"	"HC-HX"	"Plant-pathogen interaction"	"Prevotella"	0.015134883739262
"2230"	"HC-HX"	"Plant-pathogen interaction"	"Stenotrophomonas"	0.09963798461681
"2231"	"HC-HX"	"Plant-pathogen interaction"	"Streptococcus"	0.001103585272655
"2232"	"HC-HX"	"Porphyrin and chlorophyll metabolism"	"Acinetobacter"	0.948666887210202
"2233"	"HC-HX"	"Porphyrin and chlorophyll metabolism"	"Bifidobacterium"	0.00062467090905
"2234"	"HC-HX"	"Porphyrin and chlorophyll metabolism"	"Clostridium_sensu_stricto_10"	0.128265759991546
"2235"	"HC-HX"	"Porphyrin and chlorophyll metabolism"	"Comamonas"	0.233626919984602
"2236"	"HC-HX"	"Porphyrin and chlorophyll metabolism"	"Desulfosporosinus"	0.019677133635067
"2237"	"HC-HX"	"Porphyrin and chlorophyll metabolism"	"Faecalibacterium"	0.002811019090724
"2238"	"HC-HX"	"Porphyrin and chlorophyll metabolism"	"Klebsiella"	63.9739012494199
"2239"	"HC-HX"	"Porphyrin and chlorophyll metabolism"	"Megasphaera"	0.005830261817798
"2240"	"HC-HX"	"Porphyrin and chlorophyll metabolism"	"Prevotella"	0.054971039996377
"2241"	"HC-HX"	"Porphyrin and chlorophyll metabolism"	"Stenotrophomonas"	0.139822171808966
"2242"	"HC-HX"	"Porphyrin and chlorophyll metabolism"	"Streptococcus"	0.001457565454449
"2243"	"HC-HX"	"Primary bile acid biosynthesis"	"Acinetobacter"	0.328623170079351
"2244"	"HC-HX"	"Primary bile acid biosynthesis"	"Bifidobacterium"	0.001226205858505
"2245"	"HC-HX"	"Primary bile acid biosynthesis"	"Lactobacillus"	0.000919654393879
"2246"	"HC-HX"	"Primary bile acid biosynthesis"	"Stenotrophomonas"	0.048435131410949
"2247"	"HC-HX"	"Propanoate metabolism"	"Acinetobacter"	2.68782734780099
"2248"	"HC-HX"	"Propanoate metabolism"	"Bifidobacterium"	0.002674455072439
"2249"	"HC-HX"	"Propanoate metabolism"	"Clostridium_sensu_stricto_10"	0.102966520288894
"2250"	"HC-HX"	"Propanoate metabolism"	"Comamonas"	0.375092323909542
"2251"	"HC-HX"	"Propanoate metabolism"	"Desulfosporosinus"	0.040618286412664
"2252"	"HC-HX"	"Propanoate metabolism"	"Faecalibacterium"	0.002507301630411
"2253"	"HC-HX"	"Propanoate metabolism"	"Klebsiella"	68.8209166118576
"2254"	"HC-HX"	"Propanoate metabolism"	"Lactobacillus"	0.002507301630411
"2255"	"HC-HX"	"Propanoate metabolism"	"Megasphaera"	0.004680296376768
"2256"	"HC-HX"	"Propanoate metabolism"	"Prevotella"	0.016046730434633
"2257"	"HC-HX"	"Propanoate metabolism"	"Stenotrophomonas"	0.224487072642832
"2258"	"HC-HX"	"Propanoate metabolism"	"Streptococcus"	0.010530666847728
"2259"	"HC-HX"	"Proteasome"	"Bifidobacterium"	0.000459827196939
"2260"	"HC-HX"	"Protein digestion and absorption"	"Bifidobacterium"	0.000441434109062
"2261"	"HC-HX"	"Protein digestion and absorption"	"Prevotella"	0.021188837234967
"2262"	"HC-HX"	"Protein digestion and absorption"	"Stenotrophomonas"	0.017436647307942
"2263"	"HC-HX"	"Protein export"	"Acinetobacter"	2.36608682457133
"2264"	"HC-HX"	"Protein export"	"Bifidobacterium"	0.005517926363273
"2265"	"HC-HX"	"Protein export"	"Clostridium_sensu_stricto_10"	0.157812693989599
"2266"	"HC-HX"	"Protein export"	"Comamonas"	0.300175194162034
"2267"	"HC-HX"	"Protein export"	"Desulfosporosinus"	0.039108303099695
"2268"	"HC-HX"	"Protein export"	"Faecalibacterium"	0.005793822681436
"2269"	"HC-HX"	"Protein export"	"Klebsiella"	85.4707480928667
"2270"	"HC-HX"	"Protein export"	"Lactobacillus"	0.004966133726945
"2271"	"HC-HX"	"Protein export"	"Megasphaera"	0.007725096908582
